url,date,timestamp
https://www.census.gov/library/publications/2020/acs/2020_Spiers_01.html,2021-11-11,20211111043556
https://www.census.gov/library/publications/2020/acs/acs-45.html,2020-11-11,20201111172249
https://www.census.gov/library/publications/2020/acs/acsbr19-07.html,2020-12-11,20201211012928
https://www.census.gov/library/publications/2020/acs/acsbr20-02.html,2021-01-07,20210107125410
https://www.census.gov/library/publications/2020/acs/acsbr20-03.html,2020-09-18,20200918222025
https://www.census.gov/library/publications/2020/acs/acsbr20-04.html,2020-09-18,20200918193358
https://www.census.gov/library/publications/2020/acs/acsbr20-08.html,2020-12-11,20201211012623
https://www.census.gov/library/publications/2020/adrm/2019-ces-annual-report.html,2020-10-16,20201016171904
https://www.census.gov/library/publications/2020/adrm/2019-ces-selected-publications-and-working-papers.html,2020-10-18,20201018141100
https://www.census.gov/library/publications/2020/adrm/csrm-fy2020-annualreport.html,2021-03-18,20210318014534
https://www.census.gov/library/publications/2020/dec/technical-meeting-with-navajo-nation.html,2020-10-16,20201016181425
https://www.census.gov/library/publications/2020/dec/tribal-consultations-with-federally-recognized-tribes.html,2020-10-16,20201016162412
https://www.census.gov/library/publications/2020/demo/P20-584.html,2020-10-07,20201007212942
https://www.census.gov/library/publications/2020/demo/acs-43.html,2020-08-04,20200804050053
https://www.census.gov/library/publications/2020/demo/acs-44.html,2020-08-28,20200828034029
https://www.census.gov/library/publications/2020/demo/acs-46.html,2020-11-10,20201110230535
https://www.census.gov/library/publications/2020/demo/acs-tp78.html,2020-04-12,20200412182252
https://www.census.gov/library/publications/2020/demo/acsbr20-01.html,2020-09-23,20200923061731
https://www.census.gov/library/publications/2020/demo/p23-217.html,2020-05-19,20200519171833
https://www.census.gov/library/publications/2020/demo/p25-1144.html,2020-02-13,20200213182515
https://www.census.gov/library/publications/2020/demo/p25-1145.html,2020-02-13,20200213174048
https://www.census.gov/library/publications/2020/demo/p25-1146.html,2020-02-13,20200213182440
https://www.census.gov/library/publications/2020/demo/p25-2020s.html,2020-03-29,20200329014419
https://www.census.gov/library/publications/2020/demo/p30-06.html,2020-04-24,20200424160450
https://www.census.gov/library/publications/2020/demo/p30-07.html,2020-04-09,20200409170846
https://www.census.gov/library/publications/2020/demo/p30-08.html,2020-12-08,20201208195909
https://www.census.gov/library/publications/2020/demo/p60-269.html,2020-08-04,20200804074753
https://www.census.gov/library/publications/2020/demo/p60-270.html,2020-09-15,20200915183118
https://www.census.gov/library/publications/2020/demo/p60-271.html,2020-09-15,20200915171909
https://www.census.gov/library/publications/2020/demo/p60-272.html,2020-09-15,20200915220958
https://www.census.gov/library/publications/2020/demo/p70br-161.html,2020-08-19,20200819182226
https://www.census.gov/library/publications/2020/demo/p70br-168.html,2020-10-16,20201016192908
https://www.census.gov/library/publications/2020/demo/p70br-170.html,2020-09-23,20200923060743
https://www.census.gov/library/publications/2020/demo/p70br-ppchildren.html,2020-12-02,20201202005224
https://www.census.gov/library/publications/2020/demo/p95_20-1.html,2020-10-16,20201016162824
https://www.census.gov/library/publications/2020/econ/2018-e-stats.html,2020-05-21,20200521171355
https://www.census.gov/library/publications/2020/econ/2019-aces-summary.html,2020-12-17,20201217190946
https://www.census.gov/library/publications/2020/econ/2019-robotic-equipment.html,2021-07-29,20210729192746
https://www.census.gov/library/publications/2020/econ/2020-snapshot-service-industries.html,2021-12-22,20211222075447
https://www.census.gov/library/publications/2020/econ/2021-csr.html,2021-03-24,20210324150855
https://www.census.gov/library/publications/2020/econ/e20-arts.html,2023-03-24,20230324222351
https://www.census.gov/library/publications/2020/econ/e20-asm.html,2022-06-30,20220630142713
https://www.census.gov/library/publications/2020/econ/e20-awts.html,2022-03-24,20220324193704
https://www.census.gov/library/publications/2020/econ/ft895-19.html,2020-10-18,20201018205056
https://www.census.gov/library/publications/2020/econ/g20-asfin-summary.html,2022-03-08,20220308035124
https://www.census.gov/library/publications/2020/econ/g20-aspep.html,2020-06-30,20200630195117
https://www.census.gov/library/publications/2020/econ/g20-qspp1.html,2020-10-17,20201017124854
https://www.census.gov/library/publications/2020/econ/g20-qspp2.html,2020-10-16,20201016160510
https://www.census.gov/library/publications/2020/econ/g20-qspp3.html,2021-01-31,20210131170029
https://www.census.gov/library/publications/2020/econ/g20-qspp4.html,2021-08-02,20210802155111
https://www.census.gov/library/publications/2020/econ/g20-qtax1.html,2020-10-16,20201016160443
https://www.census.gov/library/publications/2020/econ/g20-qtax2.html,2020-10-16,20201016160111
https://www.census.gov/library/publications/2020/econ/g20-qtax3.html,2020-12-25,20201225184422
https://www.census.gov/library/publications/2020/econ/g20-qtax4.html,2021-04-30,20210430233726
https://www.census.gov/library/publications/2020/econ/g20-stc.html,2021-08-21,20210821045543
