url,date,timestamp,cur_status
http://www.census.gov/library/publications/2018/acs/acsbr17-01.html,2019-01-09,20190109125139,NA
https://www.census.gov/library/publications/2018/acs/acs-38.html,2018-10-30,20181030193251,200
https://www.census.gov/library/publications/2018/acs/acs-39.html,2018-08-08,20180808204348,200
https://www.census.gov/library/publications/2018/acs/acsbr17-02.html,2019-01-11,20190111055805,200
https://www.census.gov/library/publications/2018/adrm/2017-ces-research-report.html,2020-10-18,20201018174923,200
https://www.census.gov/library/publications/2018/adrm/2017-ces-selected-publications-and-working-papers.html,2020-10-18,20201018064014,200
https://www.census.gov/library/publications/2018/adrm/csrm-fy2018-annualreport.html,2025-02-02,20250202084903,200
https://www.census.gov/library/publications/2018/dec/planned-questions-2020-acs.html,2018-03-30,20180330205945,200
https://www.census.gov/library/publications/2018/demo/P95_18-01.html,2018-09-26,20180926202845,200
https://www.census.gov/library/publications/2018/demo/acs-38.html,2021-03-25,20210325134804,404
https://www.census.gov/library/publications/2018/demo/fhw-16-nat.html,2018-05-09,20180509144624,200
https://www.census.gov/library/publications/2018/demo/h130-17-c.html,2020-10-19,20201019222453,200
https://www.census.gov/library/publications/2018/demo/h130_17-a.html,2020-08-10,20200810014020,200
https://www.census.gov/library/publications/2018/demo/h130_17-q4.html,2020-08-12,20200812100651,200
https://www.census.gov/library/publications/2018/demo/h130_18-q1a.html,2020-10-20,20201020103159,200
https://www.census.gov/library/publications/2018/demo/h130_18-q2a.html,2020-08-05,20200805221519,200
https://www.census.gov/library/publications/2018/demo/p20-580.html,2018-06-12,20180612154026,200
https://www.census.gov/library/publications/2018/demo/p20-582.html,2018-12-11,20181211152525,200
https://www.census.gov/library/publications/2018/demo/p23-215.html,2020-03-16,20200316051025,200
https://www.census.gov/library/publications/2018/demo/p25-1144.html,2018-03-13,20180313191029,404
https://www.census.gov/library/publications/2018/demo/p30-03.html,2018-03-28,20180328175029,200
https://www.census.gov/library/publications/2018/demo/p30-04.html,2018-12-03,20181203162610,200
https://www.census.gov/library/publications/2018/demo/p60-262.html,2018-01-30,20180130205101,200
https://www.census.gov/library/publications/2018/demo/p60-263.html,2018-09-13,20180913164122,200
https://www.census.gov/library/publications/2018/demo/p60-264.html,2018-09-12,20180912204121,200
https://www.census.gov/library/publications/2018/demo/p60-265.html,2018-09-22,20180922121748,200
https://www.census.gov/library/publications/2018/demo/p70-152.html,2019-08-22,20190822123510,200
https://www.census.gov/library/publications/2018/demo/p70-153.html,2020-08-06,20200806195237,200
https://www.census.gov/library/publications/2018/demo/p70-159.html,2018-11-06,20181106172711,200
https://www.census.gov/library/publications/2018/demo/p70br-155.html,2020-10-22,20201022110955,200
https://www.census.gov/library/publications/2018/demo/p70br-156.html,2019-03-31,20190331173050,200
https://www.census.gov/library/publications/2018/demo/p70br-157.html,2020-10-17,20201017212429,200
https://www.census.gov/library/publications/2018/demo/p70br-158.html,2020-03-08,20200308221909,200
https://www.census.gov/library/publications/2018/econ/2016-aces-summary.html,2018-02-12,20180212160729,200
https://www.census.gov/library/publications/2018/econ/2016-e-stats.html,2018-05-25,20180525221258,200
https://www.census.gov/library/publications/2018/econ/ft895-17.html,2020-10-19,20201019140946,200
https://www.census.gov/library/publications/2018/econ/g18-alfin-summary.html,2020-10-16,20201016161041,404
https://www.census.gov/library/publications/2018/econ/g18-qspp1.html,2020-11-08,20201108082649,200
https://www.census.gov/library/publications/2018/econ/g18-qspp2.html,2025-02-02,20250202074818,200
https://www.census.gov/library/publications/2018/econ/g18-qtax1.html,2020-10-20,20201020122823,200
https://www.census.gov/library/publications/2018/econ/g18-qtax2.html,2020-10-19,20201019100241,200
https://www.census.gov/library/publications/2018/econ/g18-qtax3.html,2020-10-19,20201019121017,200
https://www.census.gov/library/publications/2018/econ/g18-qtax4.html,2019-10-08,20191008151037,200
